datetime,dewptAvg,dewptHigh,dewptLow,heatindexAvg,heatindexHigh,heatindexLow,precipRate,precipTotal,pressureMax,pressureMin,pressureTrend,tempAvg,tempHigh,tempLow,windchillAvg,windchillHigh,windchillLow,windgustAvg,windgustHigh,windgustLow,windspeedAvg,windspeedHigh,windspeedLow
2019-08-26 07:15:01,32.1,32.1,32.1,65.2,65.2,65.2,0.0,0.0,29.86,29.86,,65.2,65.2,65.2,65.2,65.2,65.2,15.0,15.0,15.0,10.0,10.0,10.0
2019-08-26 07:30:02,32.0,32.0,32.0,66.1,66.1,66.1,0.0,0.0,29.86,29.86,,66.1,66.1,66.1,66.1,66.1,66.1,15.0,15.0,15.0,11.0,11.0,11.0
2019-08-26 07:45:02,32.7,32.7,32.7,66.9,66.9,66.9,0.0,0.0,29.86,29.86,,66.9,66.9,66.9,66.9,66.9,66.9,14.0,14.0,14.0,9.0,9.0,9.0
2019-08-26 08:00:02,32.7,32.7,32.7,69.1,69.1,69.1,0.0,0.0,29.87,29.87,,69.1,69.1,69.1,69.1,69.1,69.1,18.0,18.0,18.0,10.0,10.0,10.0
2019-08-26 08:15:02,33.0,33.0,33.0,68.5,68.5,68.5,0.0,0.0,29.87,29.87,,70.6,70.6,70.6,70.6,70.6,70.6,15.0,15.0,15.0,10.0,10.0,10.0
2019-08-26 08:30:02,33.8,33.8,33.8,69.5,69.5,69.5,0.0,0.0,29.87,29.87,,71.5,71.5,71.5,71.5,71.5,71.5,15.0,15.0,15.0,10.0,10.0,10.0
2019-08-26 08:45:02,33.3,33.3,33.3,70.1,70.1,70.1,0.0,0.0,29.87,29.87,,72.1,72.1,72.1,72.1,72.1,72.1,14.0,14.0,14.0,10.0,10.0,10.0
2019-08-26 09:00:02,34.0,34.0,34.0,71.0,71.0,71.0,0.0,0.0,29.88,29.88,,72.9,72.9,72.9,72.9,72.9,72.9,15.0,15.0,15.0,9.0,9.0,9.0
2019-08-26 09:15:01,34.1,34.1,34.1,71.2,71.2,71.2,0.0,0.0,29.87,29.87,,73.1,73.1,73.1,73.1,73.1,73.1,14.0,14.0,14.0,9.0,9.0,9.0
2019-08-26 09:30:02,34.5,34.5,34.5,73.1,73.1,73.1,0.0,0.0,29.87,29.87,,74.8,74.8,74.8,74.8,74.8,74.8,15.0,15.0,15.0,9.0,9.0,9.0
2019-08-26 09:45:02,35.6,35.6,35.6,74.5,74.5,74.5,0.0,0.0,29.87,29.87,,76.1,76.1,76.1,76.1,76.1,76.1,14.0,14.0,14.0,9.0,9.0,9.0
2019-08-26 10:00:02,35.6,35.6,35.6,76.0,76.0,76.0,0.0,0.0,29.87,29.87,,77.5,77.5,77.5,77.5,77.5,77.5,14.0,14.0,14.0,9.0,9.0,9.0
2019-08-26 10:15:02,35.2,35.2,35.2,76.9,76.9,76.9,0.0,0.0,29.87,29.87,,78.4,78.4,78.4,78.4,78.4,78.4,15.0,15.0,15.0,10.0,10.0,10.0
2019-08-26 10:30:02,36.1,36.1,36.1,78.1,78.1,78.1,0.0,0.0,29.87,29.87,,79.5,79.5,79.5,79.5,79.5,79.5,16.0,16.0,16.0,10.0,10.0,10.0
2019-08-26 10:45:02,35.6,35.6,35.6,79.0,79.0,79.0,0.0,0.0,29.86,29.86,,80.3,80.3,80.3,80.3,80.3,80.3,15.0,15.0,15.0,10.0,10.0,10.0
2019-08-26 11:00:02,35.5,35.5,35.5,79.7,79.7,79.7,0.0,0.0,29.86,29.86,,81.8,81.8,81.8,81.8,81.8,81.8,13.0,13.0,13.0,9.0,9.0,9.0
2019-08-26 11:15:02,36.3,36.3,36.3,80.4,80.4,80.4,0.0,0.0,29.86,29.86,,82.8,82.8,82.8,82.8,82.8,82.8,13.0,13.0,13.0,8.0,8.0,8.0
2019-08-26 11:30:02,36.6,36.6,36.6,80.7,80.7,80.7,0.0,0.0,29.85,29.85,,83.2,83.2,83.2,83.2,83.2,83.2,14.0,14.0,14.0,8.0,8.0,8.0
2019-08-26 11:45:02,35.8,35.8,35.8,81.1,81.1,81.1,0.0,0.0,29.84,29.84,,83.8,83.8,83.8,83.8,83.8,83.8,15.0,15.0,15.0,8.0,8.0,8.0
2019-08-26 12:00:02,36.4,36.4,36.4,81.6,81.6,81.6,0.0,0.0,29.83,29.83,,84.6,84.6,84.6,84.6,84.6,84.6,13.0,13.0,13.0,8.0,8.0,8.0
2019-08-26 12:15:02,35.7,35.7,35.7,82.3,82.3,82.3,0.0,0.0,29.83,29.83,,85.5,85.5,85.5,85.5,85.5,85.5,12.0,12.0,12.0,8.0,8.0,8.0
2019-08-26 12:30:02,36.8,36.8,36.8,83.4,83.4,83.4,0.0,0.0,29.83,29.83,,86.9,86.9,86.9,86.9,86.9,86.9,13.0,13.0,13.0,8.0,8.0,8.0
2019-08-26 12:45:02,36.9,36.9,36.9,83.5,83.5,83.5,0.0,0.0,29.81,29.81,,87.0,87.0,87.0,87.0,87.0,87.0,13.0,13.0,13.0,8.0,8.0,8.0
2019-08-26 13:00:01,36.2,36.2,36.2,84.3,84.3,84.3,0.0,0.0,29.8,29.8,,88.0,88.0,88.0,88.0,88.0,88.0,12.0,12.0,12.0,6.0,6.0,6.0
2019-08-26 13:15:02,36.7,36.7,36.7,84.9,84.9,84.9,0.0,0.0,29.8,29.8,,88.7,88.7,88.7,88.7,88.7,88.7,11.0,11.0,11.0,6.0,6.0,6.0
2019-08-26 13:30:02,37.3,37.3,37.3,85.5,85.5,85.5,0.0,0.0,29.8,29.8,,89.4,89.4,89.4,89.4,89.4,89.4,12.0,12.0,12.0,7.0,7.0,7.0
2019-08-26 13:45:02,37.8,37.8,37.8,86.0,86.0,86.0,0.0,0.0,29.79,29.79,,90.0,90.0,90.0,90.0,90.0,90.0,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-26 14:00:02,39.1,39.1,39.1,85.8,85.8,85.8,0.0,0.0,29.78,29.78,,89.7,89.7,89.7,89.7,89.7,89.7,13.0,13.0,13.0,6.0,6.0,6.0
2019-08-26 14:15:02,38.3,38.3,38.3,86.7,86.7,86.7,0.0,0.0,29.78,29.78,,90.7,90.7,90.7,90.7,90.7,90.7,11.0,11.0,11.0,5.0,5.0,5.0
2019-08-26 14:30:02,40.2,40.2,40.2,87.1,87.1,87.1,0.0,0.0,29.77,29.77,,91.1,91.1,91.1,91.1,91.1,91.1,10.0,10.0,10.0,4.0,4.0,4.0
2019-08-26 14:45:02,39.7,39.7,39.7,86.5,86.5,86.5,0.0,0.0,29.76,29.76,,90.5,90.5,90.5,90.5,90.5,90.5,9.0,9.0,9.0,5.0,5.0,5.0
2019-08-26 15:00:02,40.5,40.5,40.5,87.4,87.4,87.4,0.0,0.0,29.76,29.76,,91.4,91.4,91.4,91.4,91.4,91.4,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-26 15:15:02,40.7,40.7,40.7,87.7,87.7,87.7,0.0,0.0,29.76,29.76,,91.7,91.7,91.7,91.7,91.7,91.7,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-26 15:30:02,42.3,42.3,42.3,87.9,87.9,87.9,0.0,0.0,29.75,29.75,,91.9,91.9,91.9,91.9,91.9,91.9,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-26 15:45:02,39.0,39.0,39.0,87.4,87.4,87.4,0.0,0.0,29.75,29.75,,91.5,91.5,91.5,91.5,91.5,91.5,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-26 16:00:02,38.3,38.3,38.3,86.7,86.7,86.7,0.0,0.0,29.73,29.73,,90.7,90.7,90.7,90.7,90.7,90.7,9.0,9.0,9.0,3.0,3.0,3.0
2019-08-26 16:15:02,37.9,37.9,37.9,86.2,86.2,86.2,0.0,0.0,29.73,29.73,,90.2,90.2,90.2,90.2,90.2,90.2,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-26 16:30:01,37.6,37.6,37.6,87.6,87.6,87.6,0.0,0.0,29.74,29.74,,91.8,91.8,91.8,91.8,91.8,91.8,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-26 16:45:02,38.0,38.0,38.0,88.1,88.1,88.1,0.0,0.0,29.73,29.73,,92.3,92.3,92.3,92.3,92.3,92.3,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-26 17:00:02,39.1,39.1,39.1,87.6,87.6,87.6,0.0,0.0,29.73,29.73,,91.7,91.7,91.7,91.7,91.7,91.7,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-26 17:15:02,37.7,37.7,37.7,87.8,87.8,87.8,0.0,0.0,29.72,29.72,,92.0,92.0,92.0,92.0,92.0,92.0,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-26 17:30:02,35.7,35.7,35.7,87.3,87.3,87.3,0.0,0.0,29.73,29.73,,91.6,91.6,91.6,91.6,91.6,91.6,6.0,6.0,6.0,3.0,3.0,3.0
2019-08-26 17:45:02,36.8,36.8,36.8,86.7,86.7,86.7,0.0,0.0,29.73,29.73,,90.8,90.8,90.8,90.8,90.8,90.8,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-26 18:00:02,37.8,37.8,37.8,86.0,86.0,86.0,0.0,0.0,29.73,29.73,,90.0,90.0,90.0,90.0,90.0,90.0,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-26 18:15:01,35.7,35.7,35.7,85.5,85.5,85.5,0.0,0.0,29.73,29.73,,89.4,89.4,89.4,89.4,89.4,89.4,12.0,12.0,12.0,6.0,6.0,6.0
2019-08-26 18:30:02,36.7,36.7,36.7,84.9,84.9,84.9,0.0,0.0,29.72,29.72,,88.7,88.7,88.7,88.7,88.7,88.7,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-26 18:45:02,35.8,35.8,35.8,83.9,83.9,83.9,0.0,0.0,29.72,29.72,,87.5,87.5,87.5,87.5,87.5,87.5,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-26 19:00:02,35.0,35.0,35.0,83.1,83.1,83.1,0.0,0.0,29.72,29.72,,86.5,86.5,86.5,86.5,86.5,86.5,13.0,13.0,13.0,7.0,7.0,7.0
2019-08-26 19:15:01,34.2,34.2,34.2,82.4,82.4,82.4,0.0,0.0,29.73,29.73,,85.6,85.6,85.6,85.6,85.6,85.6,12.0,12.0,12.0,8.0,8.0,8.0
2019-08-26 19:30:02,33.2,33.2,33.2,81.4,81.4,81.4,0.0,0.0,29.73,29.73,,84.3,84.3,84.3,84.3,84.3,84.3,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-26 19:45:02,33.2,33.2,33.2,80.0,80.0,80.0,0.0,0.0,29.73,29.73,,82.4,82.4,82.4,82.4,82.4,82.4,12.0,12.0,12.0,8.0,8.0,8.0
2019-08-26 20:00:02,34.5,34.5,34.5,79.9,79.9,79.9,0.0,0.0,29.73,29.73,,82.2,82.2,82.2,82.2,82.2,82.2,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-26 20:15:02,33.6,33.6,33.6,79.9,79.9,79.9,0.0,0.0,29.74,29.74,,81.2,81.2,81.2,81.2,81.2,81.2,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-26 20:30:02,33.5,33.5,33.5,79.6,79.6,79.6,0.0,0.0,29.74,29.74,,81.0,81.0,81.0,81.0,81.0,81.0,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-26 20:45:02,33.2,33.2,33.2,79.2,79.2,79.2,0.0,0.0,29.74,29.74,,80.6,80.6,80.6,80.6,80.6,80.6,10.0,10.0,10.0,8.0,8.0,8.0
2019-08-26 21:00:02,32.7,32.7,32.7,78.5,78.5,78.5,0.0,0.0,29.74,29.74,,80.0,80.0,80.0,80.0,80.0,80.0,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-26 21:15:02,32.3,32.3,32.3,78.0,78.0,78.0,0.0,0.0,29.75,29.75,,79.5,79.5,79.5,79.5,79.5,79.5,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-26 21:30:02,31.7,31.7,31.7,77.2,77.2,77.2,0.0,0.0,29.75,29.75,,78.8,78.8,78.8,78.8,78.8,78.8,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-26 21:45:02,30.0,30.0,30.0,76.8,76.8,76.8,0.0,0.0,29.76,29.76,,78.5,78.5,78.5,78.5,78.5,78.5,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-26 22:00:02,28.3,28.3,28.3,76.5,76.5,76.5,0.0,0.0,29.76,29.76,,78.2,78.2,78.2,78.2,78.2,78.2,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-26 22:15:02,29.3,29.3,29.3,75.9,75.9,75.9,0.0,0.0,29.76,29.76,,77.6,77.6,77.6,77.6,77.6,77.6,13.0,13.0,13.0,9.0,9.0,9.0
2019-08-26 22:30:02,28.3,28.3,28.3,74.4,74.4,74.4,0.0,0.0,29.76,29.76,,76.3,76.3,76.3,76.3,76.3,76.3,13.0,13.0,13.0,9.0,9.0,9.0
2019-08-26 22:45:02,27.8,27.8,27.8,71.9,71.9,71.9,0.0,0.0,29.76,29.76,,74.0,74.0,74.0,74.0,74.0,74.0,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-26 23:00:02,27.4,27.4,27.4,73.3,73.3,73.3,0.0,0.0,29.76,29.76,,75.3,75.3,75.3,75.3,75.3,75.3,12.0,12.0,12.0,9.0,9.0,9.0
2019-08-26 23:15:02,27.0,27.0,27.0,72.8,72.8,72.8,0.0,0.0,29.76,29.76,,74.8,74.8,74.8,74.8,74.8,74.8,13.0,13.0,13.0,9.0,9.0,9.0
2019-08-26 23:30:02,28.1,28.1,28.1,72.4,72.4,72.4,0.0,0.0,29.76,29.76,,74.4,74.4,74.4,74.4,74.4,74.4,15.0,15.0,15.0,10.0,10.0,10.0
2019-08-26 23:45:02,27.7,27.7,27.7,71.8,71.8,71.8,0.0,0.0,29.77,29.77,,73.9,73.9,73.9,73.9,73.9,73.9,16.0,16.0,16.0,11.0,11.0,11.0
2019-08-27 22:15:02,29.0,29.0,29.0,77.5,77.5,77.5,0.0,0.0,29.68,29.68,,79.1,79.1,79.1,79.1,79.1,79.1,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-27 22:30:02,29.8,29.8,29.8,78.6,78.6,78.6,0.0,0.0,29.68,29.68,,80.1,80.1,80.1,80.1,80.1,80.1,10.0,10.0,10.0,8.0,8.0,8.0
2019-08-27 22:45:02,30.8,30.8,30.8,77.8,77.8,77.8,0.0,0.0,29.68,29.68,,79.4,79.4,79.4,79.4,79.4,79.4,9.0,9.0,9.0,6.0,6.0,6.0
2019-08-27 23:00:02,30.0,30.0,30.0,74.9,74.9,74.9,0.0,0.0,29.68,29.68,,76.7,76.7,76.7,76.7,76.7,76.7,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-27 23:15:02,31.3,31.3,31.3,71.8,71.8,71.8,0.0,0.0,29.69,29.69,,73.7,73.7,73.7,73.7,73.7,73.7,1.0,1.0,1.0,0.0,0.0,0.0
2019-08-27 23:30:02,31.0,31.0,31.0,69.9,69.9,69.9,0.0,0.0,29.69,29.69,,72.0,72.0,72.0,72.0,72.0,72.0,2.0,2.0,2.0,1.0,1.0,1.0
2019-08-27 23:45:02,29.9,29.9,29.9,69.9,69.9,69.9,0.0,0.0,29.69,29.69,,72.0,72.0,72.0,72.0,72.0,72.0,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-28 00:00:04,29.7,29.7,29.7,69.7,69.7,69.7,0.0,0.0,29.69,29.69,,71.8,71.8,71.8,71.8,71.8,71.8,8.0,8.0,8.0,5.0,5.0,5.0
2019-08-28 00:15:02,30.1,30.1,30.1,70.1,70.1,70.1,0.0,0.0,29.69,29.69,,72.2,72.2,72.2,72.2,72.2,72.2,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-28 00:30:02,29.4,29.4,29.4,70.8,70.8,70.8,0.0,0.0,29.69,29.69,,72.9,72.9,72.9,72.9,72.9,72.9,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-28 00:45:01,29.6,29.6,29.6,71.1,71.1,71.1,0.0,0.0,29.69,29.69,,73.1,73.1,73.1,73.1,73.1,73.1,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-28 01:00:01,29.5,29.5,29.5,70.9,70.9,70.9,0.0,0.0,29.7,29.7,,73.0,73.0,73.0,73.0,73.0,73.0,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-28 01:15:02,29.7,29.7,29.7,71.2,71.2,71.2,0.0,0.0,29.7,29.7,,73.2,73.2,73.2,73.2,73.2,73.2,10.0,10.0,10.0,8.0,8.0,8.0
2019-08-28 01:30:02,29.6,29.6,29.6,71.1,71.1,71.1,0.0,0.0,29.7,29.7,,73.1,73.1,73.1,73.1,73.1,73.1,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-28 01:45:02,29.4,29.4,29.4,70.8,70.8,70.8,0.0,0.0,29.7,29.7,,72.9,72.9,72.9,72.9,72.9,72.9,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-28 02:00:02,29.1,29.1,29.1,70.4,70.4,70.4,0.0,0.0,29.69,29.69,,72.5,72.5,72.5,72.5,72.5,72.5,12.0,12.0,12.0,8.0,8.0,8.0
2019-08-28 02:15:01,28.9,28.9,28.9,70.1,70.1,70.1,0.0,0.0,29.69,29.69,,72.2,72.2,72.2,72.2,72.2,72.2,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-28 02:30:02,29.5,29.5,29.5,69.3,69.3,69.3,0.0,0.0,29.69,29.69,,71.5,71.5,71.5,71.5,71.5,71.5,6.0,6.0,6.0,3.0,3.0,3.0
2019-08-28 02:45:02,28.6,28.6,28.6,68.1,68.1,68.1,0.0,0.0,29.7,29.7,,70.4,70.4,70.4,70.4,70.4,70.4,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-28 03:00:01,26.8,26.8,26.8,68.3,68.3,68.3,0.0,0.0,29.7,29.7,,68.3,68.3,68.3,68.3,68.3,68.3,4.0,4.0,4.0,1.0,1.0,1.0
2019-08-28 03:15:02,27.4,27.4,27.4,66.4,66.4,66.4,0.0,0.0,29.71,29.71,,66.4,66.4,66.4,66.4,66.4,66.4,5.0,5.0,5.0,1.0,1.0,1.0
2019-08-28 03:30:02,28.7,28.7,28.7,65.5,65.5,65.5,0.0,0.0,29.71,29.71,,65.5,65.5,65.5,65.5,65.5,65.5,5.0,5.0,5.0,1.0,1.0,1.0
2019-08-28 03:45:02,30.3,30.3,30.3,65.2,65.2,65.2,0.0,0.0,29.71,29.71,,65.2,65.2,65.2,65.2,65.2,65.2,2.0,2.0,2.0,0.0,0.0,0.0
2019-08-28 04:00:02,30.9,30.9,30.9,64.8,64.8,64.8,0.0,0.0,29.71,29.71,,64.8,64.8,64.8,64.8,64.8,64.8,6.0,6.0,6.0,4.0,4.0,4.0
2019-08-28 04:15:02,30.9,30.9,30.9,64.8,64.8,64.8,0.0,0.0,29.71,29.71,,64.8,64.8,64.8,64.8,64.8,64.8,7.0,7.0,7.0,5.0,5.0,5.0
2019-08-28 04:30:02,28.8,28.8,28.8,64.5,64.5,64.5,0.0,0.0,29.71,29.71,,64.5,64.5,64.5,64.5,64.5,64.5,8.0,8.0,8.0,5.0,5.0,5.0
2019-08-28 04:45:02,28.4,28.4,28.4,64.0,64.0,64.0,0.0,0.0,29.71,29.71,,64.0,64.0,64.0,64.0,64.0,64.0,4.0,4.0,4.0,1.0,1.0,1.0
2019-08-28 05:00:02,28.6,28.6,28.6,63.2,63.2,63.2,0.0,0.0,29.72,29.72,,63.2,63.2,63.2,63.2,63.2,63.2,4.0,4.0,4.0,2.0,2.0,2.0
2019-08-28 05:15:02,29.1,29.1,29.1,62.7,62.7,62.7,0.0,0.0,29.72,29.72,,62.7,62.7,62.7,62.7,62.7,62.7,5.0,5.0,5.0,3.0,3.0,3.0
2019-08-28 05:30:02,28.4,28.4,28.4,61.9,61.9,61.9,0.0,0.0,29.72,29.72,,61.9,61.9,61.9,61.9,61.9,61.9,6.0,6.0,6.0,4.0,4.0,4.0
2019-08-28 05:45:01,27.9,27.9,27.9,61.3,61.3,61.3,0.0,0.0,29.73,29.73,,61.3,61.3,61.3,61.3,61.3,61.3,5.0,5.0,5.0,1.0,1.0,1.0
2019-08-28 06:00:02,27.5,27.5,27.5,60.9,60.9,60.9,0.0,0.0,29.73,29.73,,60.9,60.9,60.9,60.9,60.9,60.9,4.0,4.0,4.0,1.0,1.0,1.0
2019-08-28 06:15:02,27.1,27.1,27.1,60.4,60.4,60.4,0.0,0.0,29.73,29.73,,60.4,60.4,60.4,60.4,60.4,60.4,5.0,5.0,5.0,1.0,1.0,1.0
2019-08-28 06:30:01,27.5,27.5,27.5,59.9,59.9,59.9,0.0,0.0,29.74,29.74,,59.9,59.9,59.9,59.9,59.9,59.9,2.0,2.0,2.0,1.0,1.0,1.0
2019-08-28 06:45:02,27.8,27.8,27.8,59.3,59.3,59.3,0.0,0.0,29.74,29.74,,59.3,59.3,59.3,59.3,59.3,59.3,4.0,4.0,4.0,1.0,1.0,1.0
2019-08-28 07:00:02,30.6,30.6,30.6,58.9,58.9,58.9,0.0,0.0,29.74,29.74,,58.9,58.9,58.9,58.9,58.9,58.9,3.0,3.0,3.0,1.0,1.0,1.0
2019-08-28 07:15:01,30.4,30.4,30.4,59.6,59.6,59.6,0.0,0.0,29.74,29.74,,59.6,59.6,59.6,59.6,59.6,59.6,3.0,3.0,3.0,1.0,1.0,1.0
2019-08-28 07:30:02,29.6,29.6,29.6,62.3,62.3,62.3,0.0,0.0,29.74,29.74,,62.3,62.3,62.3,62.3,62.3,62.3,2.0,2.0,2.0,0.0,0.0,0.0
2019-08-28 07:45:02,28.0,28.0,28.0,64.7,64.7,64.7,0.0,0.0,29.75,29.75,,64.7,64.7,64.7,64.7,64.7,64.7,2.0,2.0,2.0,0.0,0.0,0.0
2019-08-28 08:00:02,28.6,28.6,28.6,66.5,66.5,66.5,0.0,0.0,29.75,29.75,,66.5,66.5,66.5,66.5,66.5,66.5,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-28 08:15:02,28.4,28.4,28.4,67.5,67.5,67.5,0.0,0.0,29.75,29.75,,67.5,67.5,67.5,67.5,67.5,67.5,2.0,2.0,2.0,1.0,1.0,1.0
2019-08-28 08:30:02,29.6,29.6,29.6,67.7,67.7,67.7,0.0,0.0,29.75,29.75,,67.7,67.7,67.7,67.7,67.7,67.7,2.0,2.0,2.0,1.0,1.0,1.0
2019-08-28 08:45:02,30.1,30.1,30.1,68.3,68.3,68.3,0.0,0.0,29.75,29.75,,68.3,68.3,68.3,68.3,68.3,68.3,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-28 09:00:02,30.2,30.2,30.2,68.8,68.8,68.8,0.0,0.0,29.76,29.76,,71.0,71.0,71.0,71.0,71.0,71.0,4.0,4.0,4.0,1.0,1.0,1.0
2019-08-28 09:15:02,30.6,30.6,30.6,70.8,70.8,70.8,0.0,0.0,29.76,29.76,,72.8,72.8,72.8,72.8,72.8,72.8,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-28 09:30:02,29.7,29.7,29.7,72.8,72.8,72.8,0.0,0.0,29.76,29.76,,74.7,74.7,74.7,74.7,74.7,74.7,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-28 09:45:02,30.5,30.5,30.5,75.6,75.6,75.6,0.0,0.0,29.76,29.76,,77.3,77.3,77.3,77.3,77.3,77.3,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-28 10:00:02,31.1,31.1,31.1,76.5,76.5,76.5,0.0,0.0,29.75,29.75,,78.1,78.1,78.1,78.1,78.1,78.1,8.0,8.0,8.0,3.0,3.0,3.0
2019-08-28 10:15:02,30.9,30.9,30.9,80.0,80.0,80.0,0.0,0.0,29.75,29.75,,81.4,81.4,81.4,81.4,81.4,81.4,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-28 10:30:02,30.9,30.9,30.9,80.7,80.7,80.7,0.0,0.0,29.75,29.75,,83.4,83.4,83.4,83.4,83.4,83.4,9.0,9.0,9.0,6.0,6.0,6.0
2019-08-28 10:45:02,33.8,33.8,33.8,81.9,81.9,81.9,0.0,0.0,29.75,29.75,,85.0,85.0,85.0,85.0,85.0,85.0,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-28 11:00:01,29.8,29.8,29.8,84.9,84.9,84.9,0.0,0.0,29.74,29.74,,89.0,89.0,89.0,89.0,89.0,89.0,9.0,9.0,9.0,6.0,6.0,6.0
2019-08-28 11:15:02,30.2,30.2,30.2,85.4,85.4,85.4,0.0,0.0,29.74,29.74,,89.6,89.6,89.6,89.6,89.6,89.6,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-28 11:30:02,29.6,29.6,29.6,84.6,84.6,84.6,0.0,0.0,29.73,29.73,,88.7,88.7,88.7,88.7,88.7,88.7,12.0,12.0,12.0,7.0,7.0,7.0
2019-08-28 11:45:02,28.3,28.3,28.3,85.4,85.4,85.4,0.0,0.0,29.73,29.73,,89.9,89.9,89.9,89.9,89.9,89.9,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-28 12:00:01,29.9,29.9,29.9,87.1,87.1,87.1,0.0,0.0,29.72,29.72,,91.9,91.9,91.9,91.9,91.9,91.9,11.0,11.0,11.0,7.0,7.0,7.0
2019-08-28 12:15:02,30.7,30.7,30.7,88.0,88.0,88.0,0.0,0.0,29.72,29.72,,93.0,93.0,93.0,93.0,93.0,93.0,12.0,12.0,12.0,7.0,7.0,7.0
2019-08-28 12:30:02,33.9,33.9,33.9,89.4,89.4,89.4,0.0,0.0,29.71,29.71,,94.3,94.3,94.3,94.3,94.3,94.3,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-28 12:45:02,30.0,30.0,30.0,89.6,89.6,89.6,0.0,0.0,29.71,29.71,,95.2,95.2,95.2,95.2,95.2,95.2,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-28 13:00:02,34.3,34.3,34.3,90.0,90.0,90.0,0.0,0.0,29.7,29.7,,94.9,94.9,94.9,94.9,94.9,94.9,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-28 13:15:02,30.7,30.7,30.7,90.5,90.5,90.5,0.0,0.0,29.69,29.69,,96.1,96.1,96.1,96.1,96.1,96.1,11.0,11.0,11.0,6.0,6.0,6.0
2019-08-28 13:30:02,29.0,29.0,29.0,91.2,91.2,91.2,0.0,0.0,29.69,29.69,,97.3,97.3,97.3,97.3,97.3,97.3,10.0,10.0,10.0,6.0,6.0,6.0
2019-08-28 13:45:01,31.9,31.9,31.9,91.9,91.9,91.9,0.0,0.0,29.68,29.68,,97.7,97.7,97.7,97.7,97.7,97.7,11.0,11.0,11.0,6.0,6.0,6.0
2019-08-28 14:00:02,29.6,29.6,29.6,92.0,92.0,92.0,0.0,0.0,29.67,29.67,,98.1,98.1,98.1,98.1,98.1,98.1,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-28 14:15:02,30.1,30.1,30.1,92.5,92.5,92.5,0.0,0.0,29.66,29.66,,98.7,98.7,98.7,98.7,98.7,98.7,10.0,10.0,10.0,4.0,4.0,4.0
2019-08-28 14:30:02,30.2,30.2,30.2,92.7,92.7,92.7,0.0,0.0,29.65,29.65,,98.9,98.9,98.9,98.9,98.9,98.9,9.0,9.0,9.0,4.0,4.0,4.0
2019-08-28 14:45:02,33.9,33.9,33.9,94.4,94.4,94.4,0.0,0.0,29.64,29.64,,100.3,100.3,100.3,100.3,100.3,100.3,9.0,9.0,9.0,5.0,5.0,5.0
2019-08-28 15:00:02,28.1,28.1,28.1,93.3,93.3,93.3,0.0,0.0,29.63,29.63,,99.9,99.9,99.9,99.9,99.9,99.9,7.0,7.0,7.0,2.0,2.0,2.0
